"","ID","Zone","Level","Region","Ubication","Employees","Taxes","Years","NIh","Nig","Income"
"1291","AB0000056175","County63","Small",3,"C0042511K0259386",18,6,47.4,25,1574,374
"1292","AB0000056225","County63","Small",3,"C0288830K0013067",79,9,48.4,25,1574,460
"1293","AB0000056245","County63","Small",3,"C0131227K0170670",21,8,43.4,25,1574,425
"1294","AB0000056250","County63","Small",3,"C0183448K0118449",28,7,36.7,25,1574,414
"1295","AB0000056251","County63","Small",3,"C0083652K0218245",100,7,33.7,25,1574,419
"1296","AB0000056292","County63","Small",3,"C0063465K0238432",86,9,37.1,25,1574,445
"1297","AB0000056300","County63","Small",3,"C0224962K0076935",61,8,6.3,25,1574,438
"1298","AB0000056324","County63","Small",3,"C0240156K0061741",60,7,46.7,25,1574,410
"1299","AB0000056332","County63","Small",3,"C0253550K0048347",13,1,25.4,25,1574,190
"1300","AB0000056348","County63","Small",3,"C0042118K0259779",43,0.5,22.9,25,1574,141
"1301","AB0000056391","County63","Small",3,"C0156918K0144979",7,0.5,12.3,25,1574,149
"1302","AB0000056399","County63","Small",3,"C0283702K0018195",36,1,34,25,1574,164
"1303","AB0000056404","County63","Small",3,"C0081070K0220827",69,0.5,48.1,25,1574,96
"1304","AB0000056424","County63","Small",3,"C0212036K0089861",74,0.5,13.9,25,1574,131
"1305","AB0000056444","County63","Small",3,"C0185627K0116270",45,1,2.3,25,1574,200
"1306","AB0000056451","County63","Small",3,"C0083423K0218474",10,0.5,40.3,25,1574,110
"1307","AB0000056502","County63","Small",3,"C0280937K0020960",34,0.5,43,25,1574,118
"1308","AB0000056597","County63","Small",3,"C0073421K0228476",50,1,31.4,25,1574,213
"1309","AB0000056601","County63","Small",3,"C0296656K0005241",58,1,18.1,25,1574,213
"1310","AB0000056621","County63","Small",3,"C0225100K0076797",60,2,16.8,25,1574,253
"1311","AB0000056636","County63","Small",3,"C0068797K0233100",11,2,48.6,25,1574,234
"1312","AB0000056691","County63","Medium",3,"C0289015K0012882",75,14,16.2,25,374,550
"1313","AB0000056696","County63","Medium",3,"C0017591K0284306",65,18,31.3,25,374,610
"1314","AB0000056736","County63","Medium",3,"C0033850K0268047",32,18,18.8,25,374,601
"1315","AB0000056752","County63","Medium",3,"C0228064K0073833",110,22,27.1,25,374,664
"1316","AB0000056755","County63","Medium",3,"C0272215K0029682",55,25,22.2,25,374,704
"1317","AB0000056763","County63","Medium",3,"C0188619K0113278",93,40,6.8,25,374,899
"1318","AB0000056768","County63","Medium",3,"C0136629K0165268",111,22,25.5,25,374,670
"1319","AB0000056780","County63","Medium",3,"C0065751K0236146",99,14,13,25,374,551
"1320","AB0000056785","County63","Medium",3,"C0241707K0060190",36,17,29.5,25,374,599
"1321","AB0000056787","County63","Medium",3,"C0012332K0289565",69,12,2.8,25,374,520
"1322","AB0000056791","County63","Medium",3,"C0027576K0274321",109,21,7.1,25,374,640
"1323","AB0000056862","County63","Medium",3,"C0055448K0246449",82,18,16.3,25,374,610
"1324","AB0000056870","County63","Medium",3,"C0268072K0033825",106,16,40.8,25,374,580
"1325","AB0000056914","County63","Medium",3,"C0273594K0028303",79,20,9.3,25,374,630
"1326","AB0000056915","County63","Medium",3,"C0212771K0089126",70,19,6.8,25,374,618
"1327","AB0000056921","County63","Medium",3,"C0220185K0081712",60,12,26.7,25,374,510
"1328","AB0000056948","County63","Medium",3,"C0027054K0274843",35,17,30,25,374,590
"1329","AB0000056972","County63","Medium",3,"C0177694K0124203",104,12,25.8,25,374,511
"1330","AB0000056997","County63","Medium",3,"C0117137K0184760",25,13,2,25,374,530
"1331","AB0000057004","County63","Medium",3,"C0203644K0098253",69,13,9.4,25,374,530
"1332","AB0000057045","County63","Medium",3,"C0225971K0075926",65,15,18.8,25,374,571
"1333","AB0000059923","County68","Small",3,"C0299035K0002862",94,9,46.2,25,1574,450
"1334","AB0000059943","County68","Small",3,"C0125288K0176609",22,8,28.3,25,1574,440
"1335","AB0000059944","County68","Small",3,"C0057538K0244359",44,5,21.3,25,1574,337
"1336","AB0000059946","County68","Small",3,"C0231636K0070261",56,5,35.8,25,1574,346
"1337","AB0000059953","County68","Small",3,"C0067459K0234438",20,5,43.8,25,1574,348
"1338","AB0000059961","County68","Small",3,"C0251849K0050048",76,5,46.2,25,1574,350
"1339","AB0000059964","County68","Small",3,"C0199536K0102361",57,10,28.2,25,1574,475
"1340","AB0000059975","County68","Small",3,"C0042054K0259843",32,7,41.2,25,1574,416
"1341","AB0000059989","County68","Small",3,"C0134303K0167594",26,10.5,5.4,25,1574,491
"1342","AB0000059991","County68","Small",3,"C0126629K0175268",65,3,48.9,25,1574,285
"1343","AB0000060005","County68","Small",3,"C0109916K0191981",91,6,36.8,25,1574,388
"1344","AB0000060028","County68","Small",3,"C0177432K0124465",69,3,7,25,1574,282
"1345","AB0000060040","County68","Small",3,"C0252945K0048952",83,2,43.2,25,1574,250
"1346","AB0000060147","County68","Small",3,"C0034021K0267876",48,5,20.6,25,1574,333
"1347","AB0000060152","County68","Small",3,"C0032274K0269623",80,5,12.5,25,1574,334
"1348","AB0000060184","County68","Small",3,"C0245217K0056680",29,0.5,29.5,25,1574,91
"1349","AB0000060207","County68","Small",3,"C0172218K0129679",13,1,4.7,25,1574,190
"1350","AB0000060251","County68","Small",3,"C0016384K0285513",82,3,34.3,25,1574,300
"1351","AB0000060273","County68","Small",3,"C0294445K0007452",72,3,11.5,25,1574,270
"1352","AB0000060282","County68","Small",3,"C0242425K0059472",68,5,25.6,25,1574,345
"1353","AB0000060289","County68","Small",3,"C0221761K0080136",16,3,30.9,25,1574,273
"1354","AB0000060307","County68","Small",3,"C0000535K0301362",65,3,8,25,1574,285
"1355","AB0000060327","County68","Small",3,"C0260481K0041416",24,1,34.8,25,1574,162
"1356","AB0000060368","County68","Small",3,"C0158107K0143790",49,5,45,25,1574,354
"1357","AB0000060369","County68","Small",3,"C0228856K0073041",20,7,10.9,25,1574,407
"1358","AB0000060396","County68","Small",3,"C0264814K0037083",44,3,23.3,25,1574,270
"1359","AB0000060411","County68","Small",3,"C0028575K0273322",36,3,1.6,25,1574,269
"1360","AB0000060430","County68","Small",3,"C0055694K0246203",75,2,24.5,25,1574,230
"1361","AB0000060457","County68","Small",3,"C0056701K0245196",23,0.5,46,25,1574,145
"1362","AB0000060459","County68","Small",3,"C0135589K0166308",15,0.5,19.5,25,1574,144
"1363","AB0000060467","County68","Small",3,"C0294659K0007238",74,2,11,25,1574,219
"1364","AB0000060489","County68","Small",3,"C0150698K0151199",58,2,14.8,25,1574,216
"1365","AB0000060493","County68","Small",3,"C0096054K0205843",10,1,11.3,25,1574,208
"1366","AB0000060539","County68","Small",3,"C0039689K0262208",82,0.5,34.4,25,1574,131
"1367","AB0000060541","County68","Small",3,"C0223052K0078845",83,0.5,8.7,25,1574,136
"1368","AB0000060557","County68","Small",3,"C0266846K0035051",25,0.5,21.9,25,1574,97
"1369","AB0000060565","County68","Small",3,"C0122068K0179829",68,1,4.2,25,1574,180
"1370","AB0000060573","County68","Small",3,"C0298331K0003566",83,1,9.1,25,1574,152
"1371","AB0000060612","County68","Small",3,"C0072283K0229614",56,1,31.9,25,1574,172
"1372","AB0000060618","County68","Small",3,"C0102809K0199088",40,1,49,25,1574,182
"1373","AB0000060626","County68","Small",3,"C0026115K0275782",54,9,49.4,25,1574,450
"1374","AB0000060630","County68","Small",3,"C0297200K0004697",18,6,20.1,25,1574,380
"1375","AB0000060636","County68","Small",3,"C0113721K0188176",55,9,45.1,25,1574,450
"1376","AB0000060639","County68","Small",3,"C0218414K0083483",71,7,19.8,25,1574,391
"1377","AB0000060678","County68","Small",3,"C0065643K0236254",52,7,34.1,25,1574,416
"1378","AB0000060699","County68","Small",3,"C0149804K0152093",82,10.5,49.7,25,1574,490
"1379","AB0000060700","County68","Small",3,"C0271565K0030332",84,5,40.8,25,1574,340
"1380","AB0000060711","County68","Small",3,"C0018400K0283497",89,10,25,25,1574,475
"1381","AB0000060720","County68","Small",3,"C0202275K0099622",46,10.5,26.6,25,1574,490
"1382","AB0000060724","County68","Small",3,"C0062403K0239494",31,6,29.4,25,1574,390
"1383","AB0000060733","County68","Small",3,"C0001980K0299917",14,3,41,25,1574,300
"1384","AB0000060751","County68","Small",3,"C0087277K0214620",37,8,48.2,25,1574,432
"1385","AB0000060817","County68","Small",3,"C0269283K0032614",63,9,15.5,25,1574,460
"1386","AB0000060819","County68","Small",3,"C0250074K0051823",90,10.5,11.3,25,1574,490
"1387","AB0000060824","County68","Small",3,"C0106201K0195696",37,10.5,44.1,25,1574,482
"1388","AB0000060852","County68","Small",3,"C0287352K0014545",37,10,6.1,25,1574,480
"1389","AB0000060860","County68","Small",3,"C0171953K0129944",60,8,49.6,25,1574,420
"1390","AB0000060863","County68","Small",3,"C0120945K0180952",67,9,9.4,25,1574,460
"1391","AB0000060870","County68","Small",3,"C0182559K0119338",70,9,29,25,1574,449
"1392","AB0000060886","County68","Small",3,"C0081009K0220888",63,9,4.8,25,1574,460
"1393","AB0000060901","County68","Small",3,"C0202092K0099805",39,9,20.2,25,1574,460
"1394","AB0000060991","County68","Small",3,"C0220218K0081679",80,7,33.9,25,1574,411
"1395","AB0000060999","County68","Small",3,"C0170127K0131770",74,8,37.6,25,1574,440
"1396","AB0000061010","County68","Small",3,"C0167159K0134738",19,7,23.2,25,1574,400
"1397","AB0000061015","County68","Small",3,"C0007434K0294463",22,9,8.5,25,1574,450
"1398","AB0000061018","County68","Small",3,"C0087649K0214248",79,9,1.6,25,1574,450
"1399","AB0000061037","County68","Small",3,"C0240037K0061860",21,8,20.4,25,1574,425
"1400","AB0000061066","County68","Small",3,"C0249671K0052226",67,9,30.3,25,1574,455
"1401","AB0000061070","County68","Small",3,"C0284265K0017632",25,10,28,25,1574,473
"1402","AB0000061114","County68","Small",3,"C0226535K0075362",29,6,15.1,25,1574,369
"1403","AB0000061131","County68","Small",3,"C0244302K0057595",29,0.5,8.6,25,1574,80
"1404","AB0000061134","County68","Small",3,"C0240147K0061750",21,0.5,38.1,25,1574,82
"1405","AB0000061208","County68","Small",3,"C0097640K0204257",8,1,40.4,25,1574,168
"1406","AB0000061261","County68","Small",3,"C0068787K0233110",63,0.5,2.7,25,1574,139
"1407","AB0000061297","County68","Small",3,"C0194011K0107886",7,2,43.1,25,1574,246
"1408","AB0000061319","County68","Small",3,"C0106593K0195304",41,3,48,25,1574,284
"1409","AB0000061328","County68","Small",3,"C0105427K0196470",41,1,15.2,25,1574,197
"1410","AB0000061346","County68","Small",3,"C0190795K0111102",30,4,44.4,25,1574,312
"1411","AB0000061389","County68","Small",3,"C0129529K0172368",50,1,41.4,25,1574,213
"1412","AB0000061418","County68","Small",3,"C0108983K0192914",81,1,9.4,25,1574,201
"1413","AB0000061448","County68","Small",3,"C0164456K0137441",15,2,38,25,1574,247
"1414","AB0000061484","County68","Medium",3,"C0044250K0257647",42,22,44.9,25,374,651
"1415","AB0000061499","County68","Medium",3,"C0258234K0043663",124,23,6.8,25,374,680
"1416","AB0000061506","County68","Medium",3,"C0076736K0225161",53,24,23.3,25,374,694
"1417","AB0000061510","County68","Medium",3,"C0146705K0155192",57,24,47.2,25,374,691
"1418","AB0000061512","County68","Medium",3,"C0243725K0058172",107,42,35.2,25,374,925
"1419","AB0000061526","County68","Medium",3,"C0041185K0260712",124,26,5.8,25,374,715
"1420","AB0000061574","County68","Medium",3,"C0282074K0019823",103,25,31.3,25,374,704
"1421","AB0000061596","County68","Medium",3,"C0279527K0022370",80,20,31.9,25,374,630
"1422","AB0000061597","County68","Medium",3,"C0233223K0068674",81,30,44.1,25,374,780
"1423","AB0000061606","County68","Medium",3,"C0226324K0075573",78,19,20,25,374,619
"1424","AB0000061615","County68","Medium",3,"C0184646K0117251",38,22,5,25,374,660
"1425","AB0000061627","County68","Medium",3,"C0163134K0138763",67,31,21.8,25,374,794
"1426","AB0000061661","County68","Medium",3,"C0171958K0129939",95,14,4.5,25,374,552
"1427","AB0000061690","County68","Medium",3,"C0298003K0003894",97,13,17.4,25,374,530
"1428","AB0000061691","County68","Medium",3,"C0043604K0258293",37,13,28.7,25,374,530
"1429","AB0000061700","County68","Medium",3,"C0275558K0026339",84,38,15.8,25,374,880
"1430","AB0000061711","County68","Medium",3,"C0060397K0241500",137,41,34.4,25,374,904
"1431","AB0000061740","County68","Medium",3,"C0075631K0226266",35,17,22.5,25,374,590
"1432","AB0000061749","County68","Medium",3,"C0153406K0148491",117,40,47.9,25,374,896
"1433","AB0000061753","County68","Medium",3,"C0208421K0093476",65,21,3.2,25,374,645
"1434","AB0000061800","County68","Medium",3,"C0056645K0245252",47,12,42,25,374,500
"1435","AB0000062302","County7","Small",1,"C0230164K0071733",89,3,7.6,25,1454,296
"1436","AB0000062324","County7","Small",1,"C0167858K0134039",86,9,25.5,25,1454,450
"1437","AB0000062354","County7","Small",1,"C0001502K0300395",73,6,8.2,25,1454,363
"1438","AB0000062449","County7","Small",1,"C0107336K0194561",74,4,17.9,25,1454,310
"1439","AB0000062490","County7","Small",1,"C0003665K0298232",39,4,28.1,25,1454,330
"1440","AB0000062494","County7","Small",1,"C0157415K0144482",81,1,29.1,25,1454,201
"1441","AB0000062525","County7","Small",1,"C0030978K0270919",17,0.5,49.8,25,1454,54
"1442","AB0000062550","County7","Small",1,"C0039771K0262126",49,3,39.1,25,1454,294
"1443","AB0000062572","County7","Small",1,"C0193350K0108547",90,6,1.7,25,1454,373
"1444","AB0000062595","County7","Small",1,"C0269804K0032093",42,2,6.1,25,1454,225
"1445","AB0000062598","County7","Small",1,"C0068666K0233231",73,1,2.4,25,1454,202
"1446","AB0000062604","County7","Small",1,"C0197602K0104295",23,2,16.7,25,1454,250
"1447","AB0000062634","County7","Small",1,"C0126183K0175714",20,3,15.6,25,1454,266
"1448","AB0000062639","County7","Small",1,"C0292743K0009154",24,5,40.2,25,1454,344
"1449","AB0000062645","County7","Small",1,"C0051699K0250198",54,4,38.7,25,1454,314
"1450","AB0000062646","County7","Small",1,"C0218915K0082982",73,0.5,10.3,25,1454,82
"1451","AB0000062667","County7","Small",1,"C0239843K0062054",76,2,45.6,25,1454,260
"1452","AB0000062717","County7","Small",1,"C0003420K0298477",27,4,41.5,25,1454,315
"1453","AB0000062722","County7","Small",1,"C0191175K0110722",32,2,8.6,25,1454,260
"1454","AB0000062726","County7","Small",1,"C0031820K0270077",14,2,28.7,25,1454,230
"1455","AB0000062731","County7","Small",1,"C0051898K0249999",22,4,33,25,1454,302
"1456","AB0000062748","County7","Small",1,"C0221629K0080268",85,3,21.7,25,1454,281
"1457","AB0000062782","County7","Small",1,"C0022025K0279872",57,3,48.5,25,1454,292
"1458","AB0000062810","County7","Small",1,"C0250805K0051092",64,1,13.1,25,1454,165
"1459","AB0000062884","County7","Small",1,"C0141737K0160160",27,0.5,19.7,25,1454,141
"1460","AB0000062889","County7","Small",1,"C0275532K0026365",10,1,12.7,25,1454,208
"1461","AB0000062906","County7","Small",1,"C0080046K0221851",12,1,28,25,1454,181
"1462","AB0000062910","County7","Small",1,"C0106695K0195202",73,0.5,45.6,25,1454,79
"1463","AB0000062912","County7","Small",1,"C0067036K0234861",77,1,44.7,25,1454,188
"1464","AB0000062921","County7","Small",1,"C0017564K0284333",71,0.5,35.1,25,1454,145
"1465","AB0000062927","County7","Small",1,"C0072506K0229391",46,0.5,20.8,25,1454,131
"1466","AB0000062956","County7","Small",1,"C0245115K0056782",41,0.5,10.7,25,1454,80
"1467","AB0000062966","County7","Small",1,"C0107547K0194350",38,0.5,37.6,25,1454,117
"1468","AB0000062974","County7","Small",1,"C0088960K0212937",59,1,49.6,25,1454,157
"1469","AB0000063014","County7","Small",1,"C0125082K0176815",40,1,36.2,25,1454,182
"1470","AB0000063044","County7","Small",1,"C0070408K0231489",50,6,38.1,25,1454,384
"1471","AB0000063046","County7","Small",1,"C0263050K0038847",32,8,16,25,1454,420
"1472","AB0000063074","County7","Small",1,"C0087361K0214536",52,7,12.3,25,1454,416
"1473","AB0000063079","County7","Small",1,"C0207574K0094323",37,3,21.8,25,1454,293
"1474","AB0000063092","County7","Small",1,"C0280563K0021334",55,9,32.5,25,1454,460
"1475","AB0000063096","County7","Small",1,"C0196486K0105411",84,5,32.9,25,1454,340
"1476","AB0000063102","County7","Small",1,"C0216956K0084941",74,4,12.9,25,1454,312
"1477","AB0000063123","County7","Small",1,"C0120520K0181377",38,0.5,6.9,25,1454,119
"1478","AB0000063134","County7","Small",1,"C0162990K0138907",62,6,22.9,25,1454,378
"1479","AB0000063143","County7","Small",1,"C0044240K0257657",97,8,44.9,25,1454,430
"1480","AB0000063146","County7","Small",1,"C0158765K0143132",42,10.5,3.6,25,1454,490
"1481","AB0000063154","County7","Small",1,"C0070556K0231341",7,1,4.5,25,1454,150
"1482","AB0000063206","County7","Small",1,"C0277933K0023964",30,6,28.4,25,1454,375
"1483","AB0000063208","County7","Small",1,"C0144683K0157214",76,8,47.8,25,1454,420
"1484","AB0000063244","County7","Small",1,"C0232394K0069503",82,6,43.5,25,1454,380
"1485","AB0000063250","County7","Small",1,"C0217170K0084727",20,5,35.1,25,1454,350
"1486","AB0000063284","County7","Small",1,"C0231906K0069991",46,9,43.8,25,1454,445
"1487","AB0000063293","County7","Small",1,"C0241831K0060066",53,10.5,17.1,25,1454,489
"1488","AB0000063344","County7","Small",1,"C0255703K0046194",78,0.5,20.9,25,1454,110
"1489","AB0000063354","County7","Small",1,"C0186532K0115365",54,6,14,25,1454,374
"1490","AB0000063401","County7","Small",1,"C0245271K0056626",61,8,38.6,25,1454,430
"1491","AB0000063408","County7","Small",1,"C0257469K0044428",55,7,11.7,25,1454,400
"1492","AB0000063473","County7","Small",1,"C0171354K0130543",78,3,21.4,25,1454,300
"1493","AB0000063481","County7","Small",1,"C0050571K0251326",55,9,48.5,25,1454,458
"1494","AB0000063487","County7","Small",1,"C0097848K0204049",50,6,32.6,25,1454,377
"1495","AB0000063512","County7","Small",1,"C0290483K0011414",60,7,37.8,25,1454,410
"1496","AB0000063513","County7","Small",1,"C0059292K0242605",75,9,37.5,25,1454,460
"1497","AB0000063524","County7","Small",1,"C0219925K0081972",61,0.5,30.3,25,1454,91
"1498","AB0000063527","County7","Small",1,"C0078383K0223514",29,0.5,43.8,25,1454,80
"1499","AB0000063559","County7","Small",1,"C0196672K0105225",85,0.5,47.8,25,1454,95
"1500","AB0000063573","County7","Small",1,"C0084489K0217408",7,1,25.6,25,1454,153
"1501","AB0000063574","County7","Small",1,"C0105426K0196471",74,0.5,29.1,25,1454,120
"1502","AB0000063613","County7","Small",1,"C0204089K0097808",46,0.5,18.7,25,1454,127
"1503","AB0000063634","County7","Small",1,"C0060651K0241246",39,1,20.6,25,1454,154
"1504","AB0000063654","County7","Small",1,"C0126595K0175302",42,0.5,39.5,25,1454,120
"1505","AB0000063662","County7","Small",1,"C0146974K0154923",37,0.5,32.6,25,1454,64
"1506","AB0000063668","County7","Small",1,"C0194686K0107211",14,0.5,43,25,1454,123
"1507","AB0000063669","County7","Small",1,"C0071317K0230580",82,0.5,43.4,25,1454,132
"1508","AB0000063672","County7","Small",1,"C0015459K0286438",23,1,29.2,25,1454,153
"1509","AB0000063741","County7","Small",1,"C0184086K0117811",54,2,35,25,1454,221
"1510","AB0000064097","County14","Medium",1,"C0288491K0013406",92,12,31.6,25,446,519
"1511","AB0000064103","County14","Medium",1,"C0279079K0022818",70,19,23.2,25,446,618
"1512","AB0000064114","County14","Medium",1,"C0201156K0100741",119,43,11.1,25,446,940
"1513","AB0000064154","County14","Medium",1,"C0073719K0228178",87,19,42.6,25,446,623
"1514","AB0000064196","County14","Medium",1,"C0250367K0051530",47,12,23.3,25,446,500
"1515","AB0000064205","County14","Medium",1,"C0028069K0273828",55,11,21.7,25,446,500
"1516","AB0000064210","County14","Medium",1,"C0074358K0227539",75,12,9.9,25,446,500
"1517","AB0000064229","County14","Medium",1,"C0099501K0202396",72,12,9.8,25,446,510
"1518","AB0000064256","County14","Medium",1,"C0250234K0051663",112,18,45.6,25,446,600
"1519","AB0000064259","County14","Medium",1,"C0082200K0219697",98,13,27.2,25,446,540
"1520","AB0000064304","County14","Medium",1,"C0179222K0122675",103,25,8.7,25,446,710
"1521","AB0000064307","County14","Medium",1,"C0233625K0068272",95,34,9.2,25,446,828
"1522","AB0000064311","County14","Medium",1,"C0134421K0167476",61,21,42.6,25,446,640
"1523","AB0000064314","County14","Medium",1,"C0194813K0107084",83,25,7.1,25,446,710
"1524","AB0000064316","County14","Medium",1,"C0294574K0007323",101,21,37.4,25,446,650
"1525","AB0000064374","County14","Medium",1,"C0133013K0168884",111,19,42.6,25,446,630
"1526","AB0000064392","County14","Medium",1,"C0161324K0140573",85,18,8.1,25,446,610
"1527","AB0000064394","County14","Medium",1,"C0138208K0163689",124,29,14.6,25,446,760
"1528","AB0000064396","County14","Medium",1,"C0103303K0198594",67,32,11.6,25,446,800
"1529","AB0000064415","County14","Medium",1,"C0135626K0166271",98,24,46.2,25,446,700
"1530","AB0000064428","County14","Medium",1,"C0022024K0279873",40,23,1.3,25,446,680
"1531","AB0000064476","County14","Medium",1,"C0237318K0064579",89,27,32.4,25,446,722
"1532","AB0000064494","County14","Medium",1,"C0041426K0260471",58,34,7.4,25,446,820
"1533","AB0000064495","County14","Medium",1,"C0276884K0025013",105,33,15.2,25,446,810
"1534","AB0000064509","County14","Medium",1,"C0117243K0184654",131,32,46.6,25,446,805
"1535","AB0000064529","County71","Medium",3,"C0140320K0161577",62,37,27,25,83,868
"1536","AB0000064530","County71","Medium",3,"C0204225K0097672",91,20,14.3,25,83,630
"1537","AB0000064531","County71","Medium",3,"C0108107K0193790",114,36,41.4,25,83,850
"1538","AB0000064543","County71","Medium",3,"C0027270K0274627",93,13,41.6,25,83,531
"1539","AB0000064551","County71","Medium",3,"C0032098K0269799",48,29,6.3,25,83,758
"1540","AB0000064559","County71","Medium",3,"C0028154K0273743",52,12,29.8,25,83,520
"1541","AB0000064588","County71","Medium",3,"C0108566K0193331",99,31,10.6,25,83,790
"1542","AB0000064612","County71","Big",3,"C0247891K0054006",171,77,42.6,25,83,1390
"1543","AB0000064627","County71","Big",3,"C0097046K0204851",137,55,35.7,25,83,1090
"1544","AB0000064654","County71","Big",3,"C0256956K0044941",149,50,25.5,25,83,1024
"1545","AB0000064655","County71","Big",3,"C0141503K0160394",111,83,12.2,25,83,1405
"1546","AB0000064659","County71","Big",3,"C0182289K0119608",119,56,42.7,25,83,1093
"1547","AB0000064661","County71","Big",3,"C0162839K0139058",182,77,17.9,25,83,1370
"1548","AB0000064684","County71","Big",3,"C0250887K0051010",116,54,22.5,25,83,1085
"1549","AB0000064701","County71","Small",3,"C0155041K0146856",84,5,9.7,25,238,350
"1550","AB0000064752","County71","Small",3,"C0088104K0213793",29,8,36,25,238,430
"1551","AB0000064754","County71","Small",3,"C0036980K0264917",71,9,45.1,25,238,456
"1552","AB0000064773","County71","Small",3,"C0058029K0243868",95,4,26.4,25,238,330
"1553","AB0000064779","County71","Small",3,"C0266932K0034965",62,10.5,48.2,25,238,490
"1554","AB0000064785","County71","Small",3,"C0234148K0067749",66,8,48.7,25,238,441
"1555","AB0000064801","County71","Small",3,"C0294831K0007066",61,8,35.3,25,238,428
"1556","AB0000064803","County71","Small",3,"C0119724K0182173",45,10,3,25,238,480
"1557","AB0000064823","County71","Small",3,"C0182292K0119605",34,2,39.3,25,238,222
"1558","AB0000064835","County71","Small",3,"C0121453K0180444",39,2,46.1,25,238,245
"1559","AB0000064851","County71","Small",3,"C0066498K0235399",10,2,32.5,25,238,230
"1560","AB0000064885","County71","Small",3,"C0206378K0095519",48,5,5.7,25,238,350
"1561","AB0000064890","County71","Small",3,"C0193364K0108533",81,1,20.8,25,238,201
"1562","AB0000064930","County71","Small",3,"C0032082K0269815",89,3,9.1,25,238,290
"1563","AB0000064940","County72","Small",3,"C0074274K0227623",24,5,5.8,25,1320,340
"1564","AB0000064990","County72","Small",3,"C0278331K0023566",14,2,24.5,25,1320,224
"1565","AB0000064992","County72","Small",3,"C0038951K0262946",30,2,17.7,25,1320,215
"1566","AB0000065018","County72","Small",3,"C0216746K0085151",34,6,15.6,25,1320,375
"1567","AB0000065026","County72","Small",3,"C0005511K0296386",26,4,29.9,25,1320,300
"1568","AB0000065038","County72","Small",3,"C0021071K0280826",19,2,25.9,25,1320,249
"1569","AB0000065200","County72","Small",3,"C0143276K0158621",92,4,20.6,25,1320,332
"1570","AB0000065217","County72","Small",3,"C0000683K0301214",40,1,8.9,25,1320,176
"1571","AB0000065268","County72","Small",3,"C0298430K0003467",30,0.5,11.4,25,1320,110
"1572","AB0000065280","County72","Small",3,"C0243351K0058546",27,0.5,7.6,25,1320,141
"1573","AB0000065289","County72","Small",3,"C0016920K0284977",53,1,45.8,25,1320,189
"1574","AB0000065307","County72","Small",3,"C0265029K0036868",23,1,44.9,25,1320,158
"1575","AB0000065316","County72","Small",3,"C0082904K0218993",30,1,24.7,25,1320,207
"1576","AB0000065355","County72","Small",3,"C0193437K0108460",74,1,7.1,25,1320,209
"1577","AB0000065356","County72","Small",3,"C0179852K0122045",64,1,33.4,25,1320,181
"1578","AB0000065375","County72","Small",3,"C0128598K0173299",9,0.5,38.6,25,1320,96
"1579","AB0000065404","County72","Small",3,"C0235896K0066001",56,1,18.2,25,1320,172
"1580","AB0000065436","County72","Small",3,"C0190689K0111208",98,6,23.9,25,1320,370
"1581","AB0000065463","County72","Small",3,"C0262920K0038977",56,7,26.5,25,1320,410
"1582","AB0000065475","County72","Small",3,"C0051840K0250057",37,3,3.9,25,1320,293
"1583","AB0000065491","County72","Small",3,"C0273909K0027988",82,10.5,3.8,25,1320,490
"1584","AB0000065526","County72","Small",3,"C0194215K0107682",44,10,40.7,25,1320,470
"1585","AB0000065532","County72","Small",3,"C0175178K0126719",37,8,18.2,25,1320,430
"1586","AB0000065551","County72","Small",3,"C0156970K0144927",79,9,42.9,25,1320,451
"1587","AB0000065571","County72","Small",3,"C0246369K0055528",54,10.5,33.5,25,1320,490
"1588","AB0000065574","County72","Small",3,"C0293438K0008459",28,10,32.9,25,1320,470
"1589","AB0000065583","County72","Small",3,"C0069253K0232644",26,0.5,47.2,25,1320,125
"1590","AB0000065611","County72","Small",3,"C0143811K0158086",90,10.5,2.4,25,1320,490
"1591","AB0000065643","County72","Small",3,"C0288588K0013309",85,10,47.9,25,1320,480
"1592","AB0000065647","County72","Small",3,"C0145213K0156684",26,9,36.4,25,1320,450
"1593","AB0000065650","County72","Small",3,"C0244790K0057107",91,9,13.1,25,1320,460
"1594","AB0000065660","County72","Small",3,"C0000521K0301376",90,9,30.1,25,1320,450
"1595","AB0000065663","County72","Small",3,"C0173688K0128209",20,4,46.7,25,1320,332
"1596","AB0000065668","County72","Small",3,"C0236899K0064998",39,7,4.2,25,1320,396
"1597","AB0000065675","County72","Small",3,"C0123754K0178143",20,7,26.2,25,1320,410
"1598","AB0000065702","County72","Small",3,"C0142560K0159337",38,10.5,34.7,25,1320,494
"1599","AB0000065711","County72","Small",3,"C0020391K0281506",60,7,8.2,25,1320,410
"1600","AB0000065719","County72","Small",3,"C0007716K0294181",90,10.5,7.1,25,1320,490
"1601","AB0000065720","County72","Small",3,"C0031387K0270510",24,1,1.8,25,1320,182
"1602","AB0000065767","County72","Small",3,"C0033330K0268567",52,7,23.4,25,1320,411
"1603","AB0000065781","County72","Small",3,"C0040395K0261502",102,10.5,46.5,25,1320,490
"1604","AB0000065801","County72","Small",3,"C0055397K0246500",57,8,15.7,25,1320,428
"1605","AB0000065814","County72","Small",3,"C0061883K0240014",100,7,44.8,25,1320,416
"1606","AB0000065817","County72","Small",3,"C0206188K0095709",15,1,30.3,25,1320,158
